Tile_Name,Classes_Present,Utility_class,Water_Body_Pt_class,RCC_Building_class,Utility_Poly_class,Tiled_class,Road_class,Tin_class,Water_Body_class,Utility_R_mean,Utility_R_std,Utility_R_min,Utility_R_max,Utility_G_mean,Utility_G_std,Utility_G_min,Utility_G_max,Utility_B_mean,Utility_B_std,Utility_B_min,Utility_B_max,Utility_Gray_mean,Utility_Gray_std,Utility_Gray_min,Utility_Gray_max,Utility_Edge_mean,Utility_Edge_std,Utility_Texture_contrast,Utility_Texture_energy,Utility_Texture_homogeneity,Utility_Texture_correlation,Utility_Area,Utility_Perimeter,Utility_Compactness,Utility_Hist_R,Utility_Hist_G,Utility_Hist_B,Utility_Saturation_mean,Utility_Brightness_mean,Water_Body_Pt_R_mean,Water_Body_Pt_R_std,Water_Body_Pt_R_min,Water_Body_Pt_R_max,Water_Body_Pt_G_mean,Water_Body_Pt_G_std,Water_Body_Pt_G_min,Water_Body_Pt_G_max,Water_Body_Pt_B_mean,Water_Body_Pt_B_std,Water_Body_Pt_B_min,Water_Body_Pt_B_max,Water_Body_Pt_Gray_mean,Water_Body_Pt_Gray_std,Water_Body_Pt_Gray_min,Water_Body_Pt_Gray_max,Water_Body_Pt_Edge_mean,Water_Body_Pt_Edge_std,Water_Body_Pt_Texture_contrast,Water_Body_Pt_Texture_energy,Water_Body_Pt_Texture_homogeneity,Water_Body_Pt_Texture_correlation,Water_Body_Pt_Area,Water_Body_Pt_Perimeter,Water_Body_Pt_Compactness,Water_Body_Pt_Hist_R,Water_Body_Pt_Hist_G,Water_Body_Pt_Hist_B,Water_Body_Pt_Saturation_mean,Water_Body_Pt_Brightness_mean,RCC_Building_R_mean,RCC_Building_R_std,RCC_Building_R_min,RCC_Building_R_max,RCC_Building_G_mean,RCC_Building_G_std,RCC_Building_G_min,RCC_Building_G_max,RCC_Building_B_mean,RCC_Building_B_std,RCC_Building_B_min,RCC_Building_B_max,RCC_Building_Gray_mean,RCC_Building_Gray_std,RCC_Building_Gray_min,RCC_Building_Gray_max,RCC_Building_Edge_mean,RCC_Building_Edge_std,RCC_Building_Texture_contrast,RCC_Building_Texture_energy,RCC_Building_Texture_homogeneity,RCC_Building_Texture_correlation,RCC_Building_Area,RCC_Building_Perimeter,RCC_Building_Compactness,RCC_Building_Hist_R,RCC_Building_Hist_G,RCC_Building_Hist_B,RCC_Building_Saturation_mean,RCC_Building_Brightness_mean,Utility_Poly_R_mean,Utility_Poly_R_std,Utility_Poly_R_min,Utility_Poly_R_max,Utility_Poly_G_mean,Utility_Poly_G_std,Utility_Poly_G_min,Utility_Poly_G_max,Utility_Poly_B_mean,Utility_Poly_B_std,Utility_Poly_B_min,Utility_Poly_B_max,Utility_Poly_Gray_mean,Utility_Poly_Gray_std,Utility_Poly_Gray_min,Utility_Poly_Gray_max,Utility_Poly_Edge_mean,Utility_Poly_Edge_std,Utility_Poly_Texture_contrast,Utility_Poly_Texture_energy,Utility_Poly_Texture_homogeneity,Utility_Poly_Texture_correlation,Utility_Poly_Area,Utility_Poly_Perimeter,Utility_Poly_Compactness,Utility_Poly_Hist_R,Utility_Poly_Hist_G,Utility_Poly_Hist_B,Utility_Poly_Saturation_mean,Utility_Poly_Brightness_mean,Tiled_R_mean,Tiled_R_std,Tiled_R_min,Tiled_R_max,Tiled_G_mean,Tiled_G_std,Tiled_G_min,Tiled_G_max,Tiled_B_mean,Tiled_B_std,Tiled_B_min,Tiled_B_max,Tiled_Gray_mean,Tiled_Gray_std,Tiled_Gray_min,Tiled_Gray_max,Tiled_Edge_mean,Tiled_Edge_std,Tiled_Texture_contrast,Tiled_Texture_energy,Tiled_Texture_homogeneity,Tiled_Texture_correlation,Tiled_Area,Tiled_Perimeter,Tiled_Compactness,Tiled_Hist_R,Tiled_Hist_G,Tiled_Hist_B,Tiled_Saturation_mean,Tiled_Brightness_mean,Road_R_mean,Road_R_std,Road_R_min,Road_R_max,Road_G_mean,Road_G_std,Road_G_min,Road_G_max,Road_B_mean,Road_B_std,Road_B_min,Road_B_max,Road_Gray_mean,Road_Gray_std,Road_Gray_min,Road_Gray_max,Road_Edge_mean,Road_Edge_std,Road_Texture_contrast,Road_Texture_energy,Road_Texture_homogeneity,Road_Texture_correlation,Road_Area,Road_Perimeter,Road_Compactness,Road_Hist_R,Road_Hist_G,Road_Hist_B,Road_Saturation_mean,Road_Brightness_mean,Tin_R_mean,Tin_R_std,Tin_R_min,Tin_R_max,Tin_G_mean,Tin_G_std,Tin_G_min,Tin_G_max,Tin_B_mean,Tin_B_std,Tin_B_min,Tin_B_max,Tin_Gray_mean,Tin_Gray_std,Tin_Gray_min,Tin_Gray_max,Tin_Edge_mean,Tin_Edge_std,Tin_Texture_contrast,Tin_Texture_energy,Tin_Texture_homogeneity,Tin_Texture_correlation,Tin_Area,Tin_Perimeter,Tin_Compactness,Tin_Hist_R,Tin_Hist_G,Tin_Hist_B,Tin_Saturation_mean,Tin_Brightness_mean,Water_Body_R_mean,Water_Body_R_std,Water_Body_R_min,Water_Body_R_max,Water_Body_G_mean,Water_Body_G_std,Water_Body_G_min,Water_Body_G_max,Water_Body_B_mean,Water_Body_B_std,Water_Body_B_min,Water_Body_B_max,Water_Body_Gray_mean,Water_Body_Gray_std,Water_Body_Gray_min,Water_Body_Gray_max,Water_Body_Edge_mean,Water_Body_Edge_std,Water_Body_Texture_contrast,Water_Body_Texture_energy,Water_Body_Texture_homogeneity,Water_Body_Texture_correlation,Water_Body_Area,Water_Body_Perimeter,Water_Body_Compactness,Water_Body_Hist_R,Water_Body_Hist_G,Water_Body_Hist_B,Water_Body_Saturation_mean,Water_Body_Brightness_mean
image_73,24,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4436,31.4621,61.0,255.0,169.6468,31.4242,60.0,255.0,169.8634,30.5839,63.0,255.0,169.6107,31.2771,60.94,254.772,15.3297,15.3439,978.2546,0.4575,0.091,0.9944,3352.0,57.8965,1.0,42.0,42.0,40.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.4966,26.563,105.0,233.0,170.7679,26.7613,100.0,220.0,160.5426,26.3864,97.0,211.0,172.2121,26.5165,101.153,222.861,22.0762,21.7901,703.1246,0.4669,0.0832,0.9846,892.0,29.8664,1.0,47.0,45.0,43.0,27.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_74,24,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.2745,26.8136,93.0,255.0,163.3565,30.5322,86.0,255.0,150.9658,38.3422,56.0,253.0,164.3114,29.795,87.992,254.772,14.5322,13.328,887.7415,0.4289,0.0911,0.9529,1989.0,44.5982,1.0,34.0,41.0,59.0,31.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.3086,9.8666,145.0,189.0,154.5926,10.9801,131.0,181.0,141.1358,11.2038,118.0,170.0,156.5616,10.607,133.704,182.138,7.5221,6.3559,112.5078,0.3787,0.1761,0.9804,81.0,9.0,1.0,15.0,14.0,14.0,38.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_75,80,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0287,43.5112,15.0,255.0,126.5409,43.213,10.0,255.0,126.4647,40.7862,16.0,255.0,127.8741,42.9405,12.179,255.0,17.4201,17.4412,1843.8844,0.2798,0.0669,0.9953,14116.0,118.8108,1.0,64.0,62.0,56.0,10.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.7436,27.6059,126.0,236.0,173.7436,23.0985,126.0,218.0,164.1154,17.4184,124.0,202.0,174.739,23.7114,125.772,218.269,9.8569,13.4591,562.2293,0.4782,0.0834,0.9909,234.0,15.2971,1.0,48.0,42.0,30.0,23.0,180.0,183.6559,13.5553,145.0,226.0,182.9328,12.991,148.0,224.0,182.0511,11.9044,148.0,225.0,183.0485,12.937,147.901,224.712,7.4043,7.0576,167.3666,0.5179,0.1495,0.9887,372.0,19.2873,1.0,19.0,18.25,16.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_76,45,1,0,1,0,0,1,0,0,165.7632,30.8949,111.0,219.0,168.3158,30.7033,114.0,222.0,174.4737,30.1668,123.0,227.0,168.2546,30.6834,114.129,221.673,27.3802,19.3487,941.469,0.4498,0.0922,0.9993,38.0,6.1644,1.0,48.75,48.75,48.75,13.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.6204,41.2018,25.0,255.0,129.4723,40.1977,24.0,255.0,129.5545,37.0984,26.0,255.0,130.722,39.9344,25.211,254.772,16.6323,17.0387,1594.7585,0.2873,0.0738,0.983,23380.0,152.9052,1.0,59.0,56.0,49.0,8.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.7903,34.468,71.0,251.0,155.4639,24.3932,77.0,216.0,151.7885,17.7571,82.0,193.0,156.6375,26.1836,76.574,221.185,9.6405,13.8751,685.5815,0.3879,0.1063,0.9682,2175.0,46.6369,1.0,40.0,31.0,20.0,14.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_77,115,1,0,1,0,0,1,1,0,172.76,25.3729,124.0,218.0,161.92,25.3865,113.0,205.0,157.56,24.6821,107.0,197.0,164.6641,25.2877,115.605,207.975,28.6477,19.8659,639.4663,0.4268,0.0724,0.9991,25.0,5.0,1.0,37.0,39.0,39.0,22.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0227,44.962,0.0,255.0,146.9477,44.9282,14.0,255.0,144.8797,45.6041,0.0,255.0,147.3324,44.8805,10.549,255.0,17.0569,18.175,2014.2624,0.3648,0.0676,0.9905,9066.0,95.2155,1.0,59.0,58.0,58.0,9.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6632,21.9109,78.0,156.0,126.7763,20.2522,82.0,156.0,133.9692,16.2828,93.0,157.0,126.6655,20.2684,82.058,156.0,12.9436,18.5747,410.8072,0.2531,0.0748,0.9969,389.0,19.7231,1.0,43.0,38.0,29.0,19.0,133.0,195.3977,49.2993,13.0,255.0,196.5234,43.6318,31.0,255.0,191.9689,46.6466,4.0,251.0,195.6676,45.5303,23.127,254.544,15.8989,15.3026,2073.0119,0.6207,0.0642,0.993,12623.0,112.3521,1.0,60.0,55.0,51.0,7.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_78,25,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.6311,48.7984,0.0,255.0,138.1383,47.3403,0.0,255.0,139.6147,46.8,0.0,255.0,138.454,47.4813,2.906,255.0,15.2603,17.8826,2254.4783,0.3295,0.0613,0.9867,24103.0,155.2514,1.0,72.0,68.0,66.0,2.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.7501,46.3626,45.0,255.0,169.5321,44.6449,23.0,250.0,172.2554,41.2227,26.0,245.0,169.6087,44.2938,29.92,250.583,21.301,21.9251,1961.9395,0.4726,0.102,0.9659,2941.0,54.231,1.0,58.0,37.0,28.0,6.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_79,25,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8743,46.5376,0.0,255.0,157.335,46.6955,0.0,254.0,153.2903,48.9837,0.0,255.0,156.7361,46.664,0.228,254.413,18.5962,20.6887,2177.5299,0.4113,0.0574,0.9921,9849.0,99.2421,1.0,68.0,71.0,76.0,6.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.642,24.9297,9.0,245.0,182.2881,26.1704,14.0,246.0,189.429,27.9601,7.0,251.0,180.218,25.844,11.707,246.271,11.0264,13.4664,667.9122,0.5097,0.1131,0.9759,958.0,30.9516,1.0,19.75,20.0,20.0,23.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_80,24,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.075,45.4436,0.0,255.0,138.63,41.9696,0.0,255.0,134.414,42.0009,0.0,255.0,138.5814,42.7928,1.196,254.701,17.8282,20.9013,1831.2234,0.3235,0.0744,0.9873,8752.0,93.5521,1.0,57.0,56.0,57.0,11.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.9482,23.1558,103.0,231.0,169.158,20.2214,109.0,221.0,173.4915,16.889,120.0,231.0,168.3933,20.5579,109.047,220.047,13.2692,14.3723,422.6253,0.4426,0.1074,0.9786,2006.0,44.7884,1.0,34.0,32.0,27.0,13.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_81,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_82,34,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,227.0,227.0,205.5,0.5,205.0,206.0,189.0,2.0,187.0,191.0,210.0475,0.0655,209.982,210.113,0.131,0.0,0.0043,0.6785,0.9385,0.0,2.0,1.4142,1.0,0.0,0.5,2.0,43.0,227.0,225.0871,6.1197,205.0,241.0,230.1303,6.1219,210.0,246.0,235.7454,6.2676,216.0,253.0,229.2625,6.0983,209.189,245.189,6.3344,4.4817,37.1897,0.8089,0.2542,0.976,2341.0,48.3839,1.0,9.0,9.0,9.0,11.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_83,80,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.289,66.6489,45.0,252.0,149.7341,64.5111,51.0,255.0,158.6358,60.1195,67.0,255.0,148.2238,64.6209,51.03,253.804,19.3904,21.6237,4175.8652,0.4021,0.0244,0.9984,173.0,13.1529,1.0,129.0,123.0,115.0,27.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.8571,8.9511,208.0,237.0,198.1429,7.6984,185.0,206.0,179.0,11.2631,161.0,201.0,203.0511,7.9944,191.193,214.699,11.2185,7.6171,63.9103,0.635,0.1492,0.9373,7.0,2.6458,1.0,10.5,11.5,7.0,48.0,221.0,214.5397,22.7208,126.0,255.0,215.2736,24.1277,124.0,255.0,218.1564,25.2778,125.0,255.0,215.3828,23.7761,124.712,254.701,19.8947,14.2259,565.3044,0.7221,0.1054,0.9926,793.0,28.1603,1.0,30.0,33.0,34.0,5.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
